chapter,italian,chinese,pronunciation,example_it,example_zh,note,image,source_name,source_url,license_note,copyright_status,word_id
交通标志与图形 - 辅助牌,segnale di divieto di sorpasso integrato con pannello di fine,禁止超车标志，附加结束辅助牌。,,Figura n. 931: segnale di divieto di sorpasso integrato con pannello di fine.,图形 931 表示禁止超车限制到此结束。,图形编号 s931；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s931.gif,rmastri.it,https://www.rmastri.it/42/immagini/s931.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000443
交通标志与图形 - 辅助牌,segnale di divieto di sorpasso e pannello integrativo continuazione,禁止超车标志和连续适用辅助牌。,,Figura n. 932: segnale di divieto di sorpasso e pannello integrativo continuazione.,图形 932 表示禁止超车规定继续有效。,图形编号 s932；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s932.gif,rmastri.it,https://www.rmastri.it/42/immagini/s932.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000444
交通标志与图形 - 辅助牌,segnale di limite massimo di velocita’ integrato con pannello di continuazione,最高限速标志，附加连续适用辅助牌。,,Figura n. 933: segnale di limite massimo di velocita’ integrato con pannello di continuazione.,图形 933 表示该最高限速仍然继续有效。,图形编号 s933；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s933.gif,rmastri.it,https://www.rmastri.it/42/immagini/s933.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000445
交通标志与图形 - 辅助牌,segnale di divieto di segnalazioni acustiche integrato con pannello fascia oraria di tutti i giorni,禁止鸣喇叭标志，附加每天适用的时间段。,,Figura n. 934: segnale di divieto di segnalazioni acustiche integrato con pannello fascia oraria di tutti i giorni.,图形 934 表示每天指定时间内禁止使用喇叭。,图形编号 s934；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s934.gif,rmastri.it,https://www.rmastri.it/42/immagini/s934.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000446
交通标志与图形 - 辅助牌,segnale di divieto di transito ai motocicli integrato con pannello fascia oraria di tutti i giorni,禁止摩托车通行标志，附加每天适用的时间段。,,Figura n. 935: segnale di divieto di transito ai motocicli integrato con pannello fascia oraria di tutti i giorni.,图形 935 表示摩托车每天在指定时间内禁止通行。,图形编号 s935；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s935.gif,rmastri.it,https://www.rmastri.it/42/immagini/s935.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000447
交通标志与图形 - 辅助牌,segnale di divieto di transito ai motocicli integrato con pannello fascia oraria dei giorni festivi,禁止摩托车通行标志，附加节假日适用的时间段。,,Figura n. 936: segnale di divieto di transito ai motocicli integrato con pannello fascia oraria dei giorni festivi.,图形 936 表示摩托车在节假日指定时间内禁止通行。,图形编号 s936；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s936.gif,rmastri.it,https://www.rmastri.it/42/immagini/s936.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000448
交通标志与图形 - 辅助牌,"segnale di divieto di transito ai veicoli per trasporto merci che superano 3,5 t integrato con pannello fascia oraria dei giorni lavorativi",禁止超过3.5吨的货运车辆通行，附工作日时段辅助牌。,,"Figura n. 937: segnale di divieto di transito ai veicoli per trasporto merci che superano 3,5 t integrato con pannello fascia oraria dei giorni lavorativi.",该组合标志表示在辅助牌注明的工作日时段内，超过3.5吨的货运车辆不得通行。,图形编号 s937；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s937.gif,rmastri.it,https://www.rmastri.it/42/immagini/s937.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000449
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello fascia oraria dei giorni festivi,禁止停车标志，附加节假日适用的时间段。,,Figura n. 938: segnale di divieto di sosta integrato con pannello fascia oraria dei giorni festivi.,图形 938 表示节假日指定时间内禁止停车。,图形编号 s938；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s938.gif,rmastri.it,https://www.rmastri.it/42/immagini/s938.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000450
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello di continuazione,禁止停车标志，附加连续适用辅助牌。,,Figura n. 939: segnale di divieto di sosta integrato con pannello di continuazione.,图形 939 表示禁止停车路段仍在继续。,图形编号 s939；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s939.gif,rmastri.it,https://www.rmastri.it/42/immagini/s939.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000451
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello di inizio,禁止停车标志，附加开始辅助牌。,,Figura n. 940: segnale di divieto di sosta integrato con pannello di inizio.,图形 940 表示禁止停车路段从此处开始。,图形编号 s940；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s940.gif,rmastri.it,https://www.rmastri.it/42/immagini/s940.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000452
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello di limitazione,禁止停车标志，附加限制条件辅助牌。,,Figura n. 941: segnale di divieto di sosta integrato con pannello di limitazione.,图形 941 表示禁止停车另有具体限制条件。,图形编号 s941；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s941.gif,rmastri.it,https://www.rmastri.it/42/immagini/s941.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000453
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello zona rimozione coatta,禁止停车标志，附加强制拖车区域辅助牌。,,Figura n. 942: segnale di divieto di sosta integrato con pannello zona rimozione coatta.,图形 942 表示违停车辆可能被强制拖走。,图形编号 s942；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s942.gif,rmastri.it,https://www.rmastri.it/42/immagini/s942.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000454
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello fascia oraria di tutti i giorni,禁止停车标志，附加每天适用的时间段。,,Figura n. 943: segnale di divieto di sosta integrato con pannello fascia oraria di tutti i giorni.,图形 943 表示每天指定时间内禁止停车。,图形编号 s943；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s943.gif,rmastri.it,https://www.rmastri.it/42/immagini/s943.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000455
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello di fine,禁止停车标志，附加结束辅助牌。,,Figura n. 944: segnale di divieto di sosta integrato con pannello di fine.,图形 944 表示禁止停车路段到此结束。,图形编号 s944；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s944.gif,rmastri.it,https://www.rmastri.it/42/immagini/s944.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000456
交通标志与图形 - 辅助牌,segnale di divieto di sosta integrato con pannello fascia oraria dei giorni feriali,禁止停车标志，附加工作日适用的时间段。,,Figura n. 945: segnale di divieto di sosta integrato con pannello fascia oraria dei giorni feriali.,图形 945 表示工作日指定时间内禁止停车。,图形编号 s945；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s945.gif,rmastri.it,https://www.rmastri.it/42/immagini/s945.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000457
交通标志与图形 - 辅助牌,segnale di divieto di sosta (a) e pannello integrativo fascia oraria dei giorni festivi (b),禁止停车标志（A）和节假日时段辅助牌（B）,,Figura n. 946: segnale di divieto di sosta (a) e pannello integrativo fascia oraria dei giorni festivi (b).,该图形表示：禁止停车标志（A）和节假日时段辅助牌（B）。,图形编号 s946；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s946.gif,rmastri.it,https://www.rmastri.it/42/immagini/s946.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000458
交通标志与图形 - 辅助牌,segnale di divieto di sosta (a) e pannello integrativo fascia oraria dei giorni feriali (b),禁止停车标志和工作日时间段辅助牌。,,Figura n. 947: segnale di divieto di sosta (a) e pannello integrativo fascia oraria dei giorni feriali (b).,图形 947 中 A 表示禁止停车，B 表示工作日适用的时间段。,图形编号 s947；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s947.gif,rmastri.it,https://www.rmastri.it/42/immagini/s947.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000459
交通标志与图形 - 辅助牌,segnale di divieto di sosta (a) e pannello integrativo eccezione (b),禁止停车标志和例外情况辅助牌。,,Figura n. 948: segnale di divieto di sosta (a) e pannello integrativo eccezione (b).,图形 948 中 A 表示禁止停车，B 表示例外情况。,图形编号 s948；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s948.gif,rmastri.it,https://www.rmastri.it/42/immagini/s948.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000460
交通标志与图形 - 辅助牌,segnale di divieto di sosta (a) e pannello integrativo continuazione (b),禁止停车标志和连续适用辅助牌。,,Figura n. 949: segnale di divieto di sosta (a) e pannello integrativo continuazione (b).,图形 949 中 A 表示禁止停车，B 表示该规定继续有效。,图形编号 s949；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s949.gif,rmastri.it,https://www.rmastri.it/42/immagini/s949.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000461
交通标志与图形 - 辅助牌,segnale di divieto di sosta (a) e pannello integrativo zona rimozione coatta (b),禁止停车标志（A）和强制拖移区域辅助牌（B）,,Figura n. 950: segnale di divieto di sosta (a) e pannello integrativo zona rimozione coatta (b).,该图形表示：禁止停车标志（A）和强制拖移区域辅助牌（B）。,图形编号 s950；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s950.gif,rmastri.it,https://www.rmastri.it/42/immagini/s950.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000462
交通标志与图形 - 辅助牌,segnale di divieto di fermata integrato con pannello di continuazione,禁止临时停车标志，附加连续适用辅助牌。,,Figura n. 951: segnale di divieto di fermata integrato con pannello di continuazione.,图形 951 表示禁止临时停车路段仍在继续。,图形编号 s951；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s951.gif,rmastri.it,https://www.rmastri.it/42/immagini/s951.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000463
